	sex	job	blood_group	name	race	address	birthdate	current_location	ssn
1727	F	Chartered loss adjuster	AB+	Elizabeth Livingston	White	"175 Laura Park
South Nicholasfurt, MT 71867"	11/16/2003, 00:00:00	(Decimal('36.404070'), Decimal('-8.961624'))	046-78-3583
1728	M	Research scientist (life sciences)	A+	John Huff	White	"1542 Gardner Shoal
South Dianaland, UT 75180"	24 Aug 1992	(Decimal('42.2566895'), Decimal('166.796792'))	293-31-8403
1729	F	Colour technologist	O+	Amy Mcgee	White	"379 Walters Ports
Natalieport, VA 77605"	31 Aug 2003	(Decimal('72.465750'), Decimal('-79.989937'))	880-83-3609
1730	F	Clinical research associate	B-	Mary Peterson	White	"681 Angela Freeway
Port Peter, AR 51778"	1924-06-05	(Decimal('-32.6532805'), Decimal('-88.491953'))	836-26-5744
1731	F	Chief Marketing Officer	A-	Alexandra Wade	White	"397 Melendez Way
New Aaronberg, OR 63236"	1919-06-25	(Decimal('81.946768'), Decimal('117.377321'))	711-50-0869
1732	F	Engineer, production	AB+	Morgan Sanders	White	"520 Austin Tunnel Suite 748
Carolynfurt, AZ 36428"	10 Nov 1910	(Decimal('73.6976175'), Decimal('77.017158'))	152-22-4365
1733	F	Retail banker	B+	Kelly Turner	White	"PSC 7739, Box 1830
APO AE 40736"	2007/01/18	(Decimal('-42.7999155'), Decimal('114.828719'))	239-35-4900
1734	F	Radiographer, therapeutic	B-	Christine Wright	White	"PSC 5739, Box 1525
APO AA 85347"	07 Mar 1935	(Decimal('-81.084288'), Decimal('135.023072'))	803-47-8758
1735	M	Armed forces training and education officer	B+	Gerald Thompson	Black	"10368 Susan Bypass Apt. 929
Kathleenburgh, GA 67364"	1978-09-29	(Decimal('71.889944'), Decimal('176.949660'))	468-52-3733
1736	M	Acupuncturist	O-	Joseph Watson	White	"73262 Vanessa Avenue
Courtneyport, RI 38164"	1929-02-19	(Decimal('71.0247775'), Decimal('158.851868'))	158-90-5027
1737	M	Museum/gallery conservator	B-	Francisco Chandler	White	"PSC 8980, Box 6512
APO AP 57858"	1973-12-23	(Decimal('20.8478345'), Decimal('-148.405412'))	554-58-2746
1738	M	Civil engineer, contracting	B-	William Stevenson	White	"80337 Pierce Forest Apt. 495
Joshuabury, AL 31397"	06/03/1949, 00:00:00	(Decimal('75.197679'), Decimal('124.424432'))	346-29-6314
1739	F	Education officer, environmental	B+	Chelsea Hernandez	Asian	"902 Wu Court Apt. 662
Laurenberg, NM 42949"	1912-10-15	(Decimal('-35.333217'), Decimal('113.475547'))	387-24-8325
1740	F	Trade mark attorney	AB-	Andrea Wright	Hawaiian	"93612 James Common
Williamstad, ME 69651"	03/31/1969, 00:00:00	(Decimal('68.467211'), Decimal('125.507441'))	772-37-7591
1741	M	Audiological scientist	O+	Kyle Smith	White	"6266 Blankenship Turnpike
Cassandraland, DE 73342"	1942-03-02	(Decimal('-67.675364'), Decimal('-26.737189'))	279-02-0115
1742	F	Politician's assistant	AB+	Virginia Davis	White	"USS Smith
FPO AP 94940"	17 Mar 1915	(Decimal('85.563312'), Decimal('79.034552'))	500-14-4408
1743	F	Proofreader	A+	Sonia Young	White	"58916 John Island
North Cynthia, NH 19353"	1994/07/12	(Decimal('-74.632101'), Decimal('157.560241'))	107-84-5267
1744	F	Designer, industrial/product	AB+	Margaret Fisher	Hawaiian	"Unit 1137 Box 0005
DPO AA 37070"	1920/08/06	(Decimal('81.366413'), Decimal('-143.974857'))	042-28-3416
1745	F	Public relations account executive	O+	Amanda Garcia	White	"12554 Dominguez Gateway Suite 182
Anthonyville, WA 45856"	12 Jun 2010	(Decimal('-44.2183245'), Decimal('52.218670'))	290-94-9036
1746	M	Scientist, audiological	AB-	Alex Castro	White	"8122 Jonathan Vista
North Carrieville, TX 51883"	01/01/1935, 00:00:00	(Decimal('-59.904410'), Decimal('11.301548'))	251-56-6561
1747	M	Agricultural consultant	B-	Mr. Wesley Ramirez	White	"32858 Jason Station Apt. 441
Jesusport, KS 40344"	30 Sep 1959	(Decimal('-36.531346'), Decimal('120.203457'))	233-36-9370
1748	M	Multimedia programmer	A-	Joseph Kaiser	White	"75413 Victoria Mountain Suite 993
Steelemouth, TX 84706"	1925-04-14	(Decimal('54.892946'), Decimal('75.366689'))	581-53-5283
1749	F	Animator	O-	Sarah Barker	Black	"4351 David Park Apt. 822
Michelleport, VA 84836"	1952-09-19	(Decimal('-32.4360625'), Decimal('-80.618240'))	823-56-9616
1750	M	Loss adjuster, chartered	O+	Jeremy Oneal	White	"6853 Daniel Coves
South Scott, RI 43201"	1931/09/26	(Decimal('58.903706'), Decimal('-89.501835'))	670-26-8006
1751	M	Physicist, medical	AB-	Thomas Nguyen	Indian	"798 Vincent Avenue
Lake Feliciamouth, NC 44422"	2017/07/09	(Decimal('-9.186071'), Decimal('146.428360'))	496-83-8115
1752	M	Theatre stage manager	AB-	David Donovan	White	"34767 Wilson Canyon
South Robertfort, IL 18136"	2009/03/21	(Decimal('77.213361'), Decimal('26.497444'))	445-04-7379
1753	F	Journalist, broadcasting	B-	Debra King	Asian	"711 Lawrence Light Apt. 183
East Donald, OH 18104"	1911/05/23	(Decimal('-35.6946895'), Decimal('58.957214'))	020-97-2987
1754	M	Adult guidance worker	O+	Mr. Johnathan Woods	Hawaiian	"54566 Wright Lock
New Jessicafort, MO 17176"	10 Aug 1916	(Decimal('-71.190146'), Decimal('-88.726354'))	015-73-3484
1755	M	Engineer, biomedical	O-	Angel Casey	White	"95726 Williams Fork
New Lisaville, OK 25299"	29 Jul 2014	(Decimal('43.0728475'), Decimal('58.544154'))	864-87-7287
1756	F	Meteorologist	AB-	Tara Cooper	Indian	"USCGC Gross
FPO AE 22992"	1911-11-25	(Decimal('-3.325936'), Decimal('58.159642'))	803-04-1811
1757	F	Geophysical data processor	O-	Erika Franklin	Black	"0008 Alec Crescent
West Kelli, NY 69275"	1905-11-19	(Decimal('67.401070'), Decimal('113.330767'))	027-30-2775
1758	F	Special educational needs teacher	O-	Amanda Ward	Black	"551 Johnson River
Riveraside, LA 32840"	2020/08/28	(Decimal('-36.677896'), Decimal('72.465779'))	480-44-8470
1759	F	Journalist, magazine	B+	Heidi Woods	White	"541 Stephanie Roads Suite 007
Lindsayshire, TN 16802"	01/12/1917, 00:00:00	(Decimal('1.180001'), Decimal('-145.002206'))	534-50-4405
1760	M	Programmer, multimedia	B+	Tony Sexton	Hawaiian	"1793 Norma Freeway Suite 059
Port Edwardburgh, MT 00528"	08/30/1962, 00:00:00	(Decimal('-83.2537305'), Decimal('57.287008'))	603-02-3206
1761	M	Contracting civil engineer	A+	Edwin Pena	Indian	"2151 Richardson Meadow
Carrollberg, MD 44837"	11/20/1951, 00:00:00	(Decimal('-87.6559885'), Decimal('-141.712806'))	381-58-7398
1762	F	Conservator, furniture	AB+	Kristin Burch	White	"431 Daugherty Squares
East Lawrence, MS 21883"	06/10/1942, 00:00:00	(Decimal('-87.0109605'), Decimal('4.384871'))	702-79-4528
1763	F	Tour manager	AB+	Robin Roberts	White	"PSC 8453, Box 1220
APO AE 97781"	1928-11-10	(Decimal('3.148048'), Decimal('43.456340'))	753-51-4099
1764	F	Technical sales engineer	AB-	Tracy Scott	White	"1629 Martin Glen
New Joelville, VA 70992"	12 Jan 2009	(Decimal('47.4093345'), Decimal('-122.623045'))	774-85-5234
1765	M	Government social research officer	AB+	William Williams	White	"823 Todd Plaza
West Rebeccashire, HI 64125"	1967-12-06	(Decimal('80.787534'), Decimal('-62.798641'))	697-61-8422
1766	F	Accountant, chartered public finance	O+	Lisa Fitzpatrick	White	"16194 Jason Lake Apt. 215
New Joshuafurt, AR 47953"	1946-12-26	(Decimal('4.1487215'), Decimal('118.156609'))	137-11-7048
1767	F	Designer, exhibition/display	O-	Anna Bond	Black	"69014 Brady Mount
Phamton, FL 52463"	1917/08/13	(Decimal('2.9027685'), Decimal('60.990856'))	696-87-2077
1768	F	Fast food restaurant manager	AB+	Tricia Walters	Asian	"749 Mark Mountain Suite 019
Deniseport, AK 64907"	2015-05-08	(Decimal('-27.783403'), Decimal('159.864182'))	741-12-4053
1769	M	Civil Service fast streamer	AB-	Cody Parrish	Asian	"7410 Parker Hollow Suite 728
Tonyhaven, TN 45756"	1915-09-17	(Decimal('30.2317325'), Decimal('-59.883719'))	347-11-7865
1770	M	Pensions consultant	O-	Mark Campbell	Black	"1744 Hart Underpass Apt. 052
Kyleview, AZ 54890"	1979-03-03	(Decimal('-69.415470'), Decimal('-86.926979'))	528-87-9980
1771	M	Animal nutritionist	A-	Timothy Stanley	White	"Unit 7533 Box 1707
DPO AP 72876"	10/03/1953, 00:00:00	(Decimal('60.596327'), Decimal('88.368032'))	231-82-3515
1772	F	Chief of Staff	AB+	Tanya Harvey	White	"86170 Foley Vista
East Jacob, VT 80807"	1987/04/19	(Decimal('-16.6516935'), Decimal('139.038278'))	225-61-1951
1773	F	Statistician	B-	Jennifer Lopez	White	"02830 Teresa Pass Suite 524
North Colleen, LA 94109"	18 Nov 1935	(Decimal('8.7881415'), Decimal('7.546620'))	234-69-1255
1774	M	Accountant, chartered public finance	AB+	John King	White	"935 Stephanie Plaza Suite 926
Lake Timothy, UT 51495"	14 May 1908	(Decimal('77.2245185'), Decimal('-52.749557'))	080-52-6347
1775	F	Field trials officer	A+	Melinda Ruiz	White	"4294 Jose Cape
West Ginaton, LA 87666"	1959/11/15	(Decimal('-8.762319'), Decimal('-129.345540'))	214-64-9329
1776	F	Retail manager	O+	Judith Khan	Hawaiian	"724 Navarro Gateway
New Madison, AR 04248"	1950-10-10	(Decimal('46.8991875'), Decimal('103.879383'))	860-12-3419
1777	M	Pilot, airline	AB+	David Woods	Black	"USNS Alvarado
FPO AA 46661"	03/23/2011, 00:00:00	(Decimal('-76.698301'), Decimal('-150.077112'))	323-72-9708
1778	M	Surveyor, hydrographic	A+	Ronald Adams	Asian	"PSC 2386, Box 6128
APO AP 70915"	14 Feb 2003	(Decimal('-43.394432'), Decimal('28.521872'))	810-27-9128
1779	M	Engineer, building services	A+	Christopher White	White	"7971 Stone Greens
East Danielberg, MO 37782"	18 Oct 1927	(Decimal('-9.3240755'), Decimal('107.328531'))	478-54-3052
1780	F	Estate manager/land agent	B-	Samantha Mcmillan DDS	White	"89297 Joanna Mall Apt. 426
Barrside, DE 49349"	18 Feb 1964	(Decimal('42.908901'), Decimal('19.208494'))	152-55-3967
1781	F	Cabin crew	A+	Beth Thompson	White	"7084 Desiree Keys
Prestonstad, ME 16818"	08/17/1973, 00:00:00	(Decimal('-45.119094'), Decimal('87.735924'))	493-21-9239
1782	F	Learning disability nurse	AB+	Kelly Schwartz	White	"31825 Fox Loop
South Jack, WY 81565"	1920/10/06	(Decimal('-54.1741415'), Decimal('-71.927911'))	660-90-6251
1783	F	Air traffic controller	B-	Kathryn Collins	Hawaiian	"254 Juarez Via
Lake Jeffrey, IL 00725"	08/06/1925, 00:00:00	(Decimal('-76.9669925'), Decimal('37.120679'))	251-91-5656
1784	F	Engineer, petroleum	B-	Sarah Nichols	Hawaiian	"46120 Rodriguez Highway Suite 980
Sarahshire, NV 09277"	22 Jan 2019	(Decimal('6.9024495'), Decimal('97.839282'))	577-69-3727
1785	M	Fitness centre manager	A-	John Wright	Black	"66395 Kristina Corner
Forbesfurt, DE 19509"	1920-11-08	(Decimal('14.668218'), Decimal('147.789621'))	421-88-3104
1786	F	Chief Technology Officer	B+	Mary Cunningham	Black	"1301 Smith Cape Suite 597
West Lisafurt, DE 54566"	1983-10-07	(Decimal('12.613675'), Decimal('-152.179667'))	155-01-6954
1787	M	Environmental education officer	AB+	Chad Khan	Black	"134 Hahn Expressway Apt. 514
North Jamesview, ID 82731"	1919/09/21	(Decimal('74.9053485'), Decimal('-38.316550'))	334-33-9782
1788	F	Tree surgeon	O+	Ashley Farmer	White	"927 Parker Well
New Kiaraberg, UT 32752"	1993/05/22	(Decimal('-52.793230'), Decimal('117.375321'))	445-20-6740
1789	M	Surgeon	O+	Anthony King	White	"173 Cox Road
Gibsonberg, NE 13152"	1938-03-12	(Decimal('-8.3205825'), Decimal('67.170029'))	366-65-4253
1790	M	Early years teacher	O-	Samuel Little	Black	"127 Owens Place Suite 654
Port Kathleen, AK 92150"	1955/02/04	(Decimal('-75.0038705'), Decimal('-1.814799'))	441-17-0152
1791	M	Sales promotion account executive	B-	William Holmes	White	"282 Matthew Plaza
New Rebecca, AK 35539"	1939-01-09	(Decimal('-70.086599'), Decimal('-8.268567'))	036-60-8254
1792	F	Scientist, research (physical sciences)	B+	Carrie Jones	White	"2272 Christian Camp Apt. 174
Christopherton, AZ 89583"	19 Nov 1917	(Decimal('4.3719395'), Decimal('-141.973149'))	110-80-2708
1793	F	Geologist, engineering	B-	Janet Banks	black	"5725 Ramirez Fork
West Keith, IN 20606"	1905/10/06	(Decimal('72.483722'), Decimal('30.035224'))	186-47-0397
1794	F	Energy engineer	A-	Kimberly Cole	White	"PSC 7927, Box 5042
APO AA 04815"	07/06/1956, 00:00:00	(Decimal('-42.8422295'), Decimal('30.228602'))	183-52-0480
1795	F	Air traffic controller	B-	Kelly Burton	White	"60878 Carney Port Apt. 680
North Carmenfurt, CA 61105"	22 Jun 2001	(Decimal('67.9066325'), Decimal('-64.664717'))	642-55-6586
1796	F	IT sales professional	AB-	Shannon Harper	White	"58786 White Summit
Port Brianfurt, GA 78890"	16 Jun 2000	(Decimal('65.4541405'), Decimal('58.487058'))	298-57-5349
1797	F	Technical brewer	B+	Anna Jones	White	"17433 Philip Causeway Suite 903
Thompsonland, MD 35013"	2021/07/25	(Decimal('22.9466385'), Decimal('57.445437'))	416-04-0794
1798	F	Television floor manager	A+	Shelia Krueger	Hawaiian	"1021 Booth Prairie Apt. 947
Lake Eriktown, UT 74174"	1933/06/29	(Decimal('-9.132365'), Decimal('-127.609640'))	782-54-4080
1799	M	Producer, television/film/video	O-	Charles Alvarez	Black	"655 Carlos Turnpike
South Laura, IA 50034"	2003/02/26	(Decimal('73.7562105'), Decimal('-76.141835'))	533-89-3748
1800	F	Administrator, sports	AB+	Donna Smith	Black	"30900 Kerr Expressway
East Rebeccaport, DC 90137"	01/25/2000, 00:00:00	(Decimal('-59.2170955'), Decimal('-101.130240'))	890-05-1158
1801	F	IT technical support officer	O+	Molly Calderon	White	"92768 Weber Junctions Suite 005
Ericstad, CT 56706"	02/27/2014, 00:00:00	(Decimal('-55.709636'), Decimal('91.915447'))	399-50-0284
1802	F	Charity fundraiser	A-	Leslie Duncan	Black	"Unit 8433 Box 1821
DPO AA 54672"	19 Sep 1975	(Decimal('60.896033'), Decimal('-84.441128'))	899-04-0475
1803	F	Accountant, chartered	A-	Jacqueline Lewis	White	"8414 Karla Plaza Suite 455
East Joshua, NE 17712"	1969-09-20	(Decimal('77.069067'), Decimal('57.236622'))	637-97-0576
1804	M	Administrator, local government	A+	Adrian Perez	White	"060 Lewis Keys Suite 137
Howellburgh, CO 35220"	09/30/1929, 00:00:00	(Decimal('-52.269238'), Decimal('118.453921'))	449-12-6588
1805	M	Communications engineer	A-	Robert Wiggins	Asian	"USNS Murphy
FPO AP 42552"	11 Jul 1973	(Decimal('46.214247'), Decimal('123.321082'))	134-08-4597
1806	F	Psychologist, occupational	AB+	Nancy White	Black	"8350 Barry Point
Port Lauriechester, OR 25003"	01/19/1996, 00:00:00	(Decimal('4.005835'), Decimal('-72.549511'))	443-25-8587
1807	F	Insurance account manager	B+	Ashley Hill	White	"17223 George Via Apt. 836
West Josephstad, AK 12900"	2006/10/03	(Decimal('36.986662'), Decimal('-156.761761'))	093-11-1311
1808	F	Designer, blown glass/stained glass	A+	Jennifer Nguyen	Black	"08519 Wells Harbors Suite 763
Ewingchester, WA 14725"	11 Mar 1943	(Decimal('-21.8849515'), Decimal('-174.868590'))	886-28-7894
1809	F	Printmaker	AB+	Jennifer Burnett	Black	"21138 Steven Club
Estradaland, NV 60743"	1983-05-13	(Decimal('72.677275'), Decimal('-48.029522'))	736-69-3177
1810	M	Illustrator	O-	Michael Henderson	White	"66607 Beasley Union
Thomasshire, MD 06078"	01/10/1980, 00:00:00	(Decimal('71.545654'), Decimal('49.934955'))	877-35-3560
1811	F	Plant breeder/geneticist	AB+	Angela Lewis	White	"6173 Joseph Mountains Suite 444
Triciafurt, ID 96400"	10 May 2017	(Decimal('1.906441'), Decimal('154.670430'))	818-25-4799
1812	F	Print production planner	B-	Lori Lynch	Black	"54751 Kelly Field Suite 983
Karifort, AK 59326"	02/22/1955, 00:00:00	(Decimal('-3.7222335'), Decimal('-103.835526'))	717-85-3988
1813	F	Exhibition designer	O-	Debra Jones	White	"321 Kristi Light Apt. 371
Kristenchester, KY 46402"	1999/08/28	(Decimal('-2.632911'), Decimal('47.224780'))	024-65-7573
1814	F	Geophysicist/field seismologist	AB+	Samantha Kline	Indian	"65891 Christina Flats Apt. 093
West Joseph, IL 65682"	17 Sep 1959	(Decimal('10.9983625'), Decimal('152.067083'))	448-40-8702
1815	M	Psychotherapist	B+	Jonathan Tate	Asian	"060 Alexandra River Suite 224
Jordanside, MA 33901"	07/13/1973, 00:00:00	(Decimal('-21.7159515'), Decimal('-134.416712'))	200-14-6584
1816	F	Catering manager	A+	Cynthia Smith	White	"8972 Heather Hollow Apt. 643
Edwardsland, OH 10684"	08/12/1975, 00:00:00	(Decimal('-43.183454'), Decimal('-11.059382'))	482-48-4150
1817	M	Psychologist, educational	A-	Larry Davis	White	"7735 Garrett Spring
New Isabelfurt, MO 72821"	1912/03/30	(Decimal('-66.4533675'), Decimal('53.934866'))	678-84-9139
1818	F	Educational psychologist	AB+	Jennifer Wallace	white	"781 Wright Bypass Suite 026
Lake Jasminechester, HI 16435"	08 Aug 1963	(Decimal('-74.685358'), Decimal('11.796695'))	052-52-3690
1819	F	Dance movement psychotherapist	AB+	Whitney Haney	White	"601 John Pine Apt. 853
Port Steven, WY 40861"	1993/04/08	(Decimal('-11.3928705'), Decimal('125.094549'))	403-64-0110
1820	M	Diagnostic radiographer	AB-	Nathaniel Gilbert	White	"327 Wade Shoals
Bairdbury, NM 35414"	21 Jun 1926	(Decimal('-47.712116'), Decimal('164.932995'))	667-18-8265
1821	F	Broadcast engineer	A-	Kristen Holland	White	"4784 Rogers Circles
South Jeffreyport, WY 76509"	2015-09-14	(Decimal('30.1301265'), Decimal('-137.656862'))	200-74-9535
1822	F	Optometrist	O+	Michele Burns	Hawaiian	"007 Stephens Shoals Apt. 561
East Jennifer, RI 41480"	20 Nov 1962	(Decimal('-38.2534315'), Decimal('51.730461'))	404-91-5836
1823	F	Actor	B-	Beverly Hawkins	black	"USNS Hill
FPO AP 53023"	2009-09-09	(Decimal('14.7331845'), Decimal('172.704552'))	627-47-9324
1824	M	Teacher, music	B+	Luke Mora	Black	"398 William Dale
Samanthaport, MI 28314"	22 Dec 1943	(Decimal('28.0425235'), Decimal('125.468069'))	692-79-0294
1825	F	Dancer	A+	Angelica Warner	black	"730 Barbara Row Suite 620
Lake Katherineton, GA 96456"	18 Mar 2019	(Decimal('32.077036'), Decimal('-173.994875'))	541-80-0352
1826	M	Landscape architect	A+	David Richardson	white	"65046 Tyler Park Apt. 587
Lake Daniel, MI 07240"	1964/10/28	(Decimal('64.883666'), Decimal('-117.895357'))	290-38-9695
1827	M	Radio producer	O+	Michael Gallagher	White	"590 Baker Radial
New Tiffany, TX 33388"	2000-02-05	(Decimal('34.532550'), Decimal('-118.352137'))	682-57-5754
1828	M	Trading standards officer	AB-	Thomas Martinez	White	"01511 Delgado Pike Suite 240
Port Desiree, WA 10602"	1935/08/27	(Decimal('-2.0465825'), Decimal('2.057346'))	861-63-2090
1829	F	Secretary, company	AB+	Alexis Clark	White	"133 Walters Rest
Garnermouth, SD 57615"	1918-11-24	(Decimal('-76.3349575'), Decimal('-17.940002'))	757-54-4504
1830	M	Engineer, site	O-	Vincent Garcia	Black	"PSC 0284, Box 7952
APO AA 88723"	2017-03-21	(Decimal('85.639583'), Decimal('47.859852'))	015-43-4126
1831	F	Product/process development scientist	O+	Christine Flores	black	"07248 Ford Groves
Harveyton, OK 73508"	1989-08-21	(Decimal('-2.3152805'), Decimal('-105.882410'))	077-21-5170
1832	F	Sales promotion account executive	O+	Kristen Malone	Black	"PSC 5935, Box 6342
APO AP 77109"	04/02/1970, 00:00:00	(Decimal('81.599872'), Decimal('48.175587'))	224-52-1579
1833	F	Photographer	O-	Deborah Payne	Asian	"016 Paula Trail Suite 011
Ellentown, SD 15452"	10/03/1939, 00:00:00	(Decimal('72.369042'), Decimal('-167.391539'))	653-65-6820
1834	F	Statistician	AB+	Jessica Davis	Asian	"81668 Perez Trace Apt. 157
West Elizabeth, ND 62060"	07/28/1918, 00:00:00	(Decimal('-80.0515105'), Decimal('24.060641'))	278-52-0847
1835	F	Clinical psychologist	A-	Rachel Ruiz	White	"USNV Jones
FPO AE 50191"	07/12/1967, 00:00:00	(Decimal('60.8218525'), Decimal('-129.490114'))	367-81-9900
1836	M	Engineer, automotive	A+	James Buchanan	White	"091 Mary Walk Apt. 798
North Todd, GA 37804"	1990-12-06	(Decimal('-53.327390'), Decimal('110.039739'))	411-41-1873
1837	M	Marketing executive	AB+	Jorge Ward	Black	"844 Sanders Station
Port Kristinport, KS 81511"	22 Jan 1924	(Decimal('-77.5547495'), Decimal('143.304029'))	439-91-8468
1838	F	Development worker, international aid	AB-	Mrs. Katherine Rodriguez	White	"25978 Thompson Estates
East Jared, WI 20083"	09 Nov 1952	(Decimal('40.407632'), Decimal('61.025092'))	851-57-5730
1839	M	Operations geologist	A-	Thomas Grant	White	"09762 Case Groves
East Christine, ID 41902"	1925-07-31	(Decimal('-26.324863'), Decimal('-122.126825'))	201-99-2591
1840	F	Hospital doctor	AB+	Kimberly Smith	White	"819 Grant Knoll
Lake Ericmouth, AR 94532"	08/10/1958, 00:00:00	(Decimal('-3.5680985'), Decimal('-143.940719'))	872-28-0144
1841	F	Nutritional therapist	A+	Margaret Bradshaw	Hawaiian	"987 Ronald Locks Suite 768
South Barbarabury, HI 41472"	12/30/2006, 00:00:00	(Decimal('0.5457345'), Decimal('12.954663'))	770-19-0316
1842	M	Forensic scientist	B-	Brian Carrillo	Hawaiian	"9669 Craig Spring
Woodside, NJ 04653"	2014/02/12	(Decimal('-87.8547525'), Decimal('86.214716'))	470-39-5849
1843	M	Landscape architect	O+	Brent Molina	Black	"33675 Christina Summit Apt. 099
East Kevinview, OR 42111"	04/13/1968, 00:00:00	(Decimal('-88.9348115'), Decimal('56.759455'))	624-03-5594
1844	M	Local government officer	O+	Andrew Powell	Indian	"55306 Anne Locks
Lake Michaelshire, MA 29415"	1963-02-23	(Decimal('-4.040275'), Decimal('45.767063'))	211-93-2097
1845	M	Doctor, general practice	O-	Paul Douglas	White	"75437 John Trail
Port Michael, CO 86281"	1986/08/15	(Decimal('70.8277525'), Decimal('-102.812971'))	238-73-7161
