	er-cv	name	indicator	leukocyty	weight	ssn	relationship	etytr	smoker	erytrocyty	trombocyty	hemoglobin	ast	alp	alt	hematokrit	hbver
6476	34.24644	Margaret Fisher	1.00000	10.63134	85.25814	042-28-3416	divoced	7.78774	N	6.69548	5.46452	4.73082	42.46668	44.10777	13.16497	5.41891	9.13179
6477	46.29026	Louis Jimenez	1.00000	4.94063	51.88636	434-12-6411	single	5.62303	no	7.49535	6.94429	5.30764	47.40882	68.53195	18.19343	6.08972	7.00663
6478	57.41943	Michael Curtis	1.00000	8.83451	31.90369	879-82-4180	single	6.50731	no	6.44745	4.71847	4.22705	41.78746	35.90864		5.67858	7.75276
6479	42.15007	James Mccoy	1.00000	4.70458	37.43708	358-86-3511	nop	5.79268	Y	4.89088	6.03014	6.32049	53.13898	94.21219	5.25961	7.41088	8.02132
6480	67.05932	Travis Ferrell	0.00000	8.22167	125.53659	036-96-1532	married	4.24332	no	5.98696	6.65814	5.24639	58.55861	71.23634	9.59635	6.38942	8.51876
6481	36.55346	Craig Patton	1.00000	5.00192	32.95293	370-16-7721	separated	7.37711	no	6.97332	6.89601	6.00064	38.29863	90.76987	12.05658	5.52460	10.15374
6482	52.20562	Samantha Figueroa	1.00000	8.30959	63.96697	423-87-7496	married	5.86377	no	5.44064	6.28644	4.22983	24.33879	32.38023	9.52439	5.43313	6.94048
6483	44.31700	David Hutchinson	0.00000	7.48857	62.07009	699-13-1491	married	5.76165	no		6.72511	8.11724	39.67457	41.10687	9.65492	6.56758	7.73405
6484	52.30045	Joshua Perez	0.00000	7.68430	64.25361	349-13-1223	single	7.32756	no	6.68938	5.35014	6.44420	49.94699	90.73890	14.16085	7.07237	6.54902
6485	42.93160	Anna Smith	1.00000		27.72986	713-93-9131	single	5.25003	N	5.34657	5.14278	5.59629	16.64065	83.99119	8.56765	5.77372	7.60313
6486	46.56530	Frank Gould	1.00000	4.68167	112.56647	841-89-6787	nop	5.13417	no	5.11540	7.98341	3.58428	64.56302	17.59800	9.31597	7.47127	6.19295
6487	61.55362	Lori Holland	1.00000	5.06252	69.34846	742-38-0105	divoced	6.41470	no	6.12370	6.19118	4.12375	56.57289	30.20346	9.44060	3.53013	6.11761
6488	34.03009	Joseph Ingram	1.00000	7.11562	74.30296	421-42-1667	separated	6.50746	no	7.44024	6.91368	2.74854	42.22952	11.56645	14.70078	2.49710	6.63024
6489	56.35655	Brian Hall	0.00000	7.55992	49.91526	751-18-3883	married	5.37313	no	8.03171	5.86117	8.73570	80.30850	18.84064	21.03454	6.98868	5.88254
6490	42.83966	George Thomas	0.00000	7.26950	16.91315	362-27-8983	divoced	5.48764	yes	4.60043	5.52625	7.77035	44.03934	63.70553	12.43329	6.77230	7.29142
6491	53.76191	Mary Lloyd	1.00000	6.57660	102.29338	810-47-6327	married	4.11405	no	6.69014	5.47396	6.31884	52.77471	96.88695	10.87311	3.43090	9.18211
6492	37.97155	Mr. Andrew Gibson Jr.	1.00000	4.86405	9.88279	472-09-9812	single	5.68183	Y	3.39313	6.32863	6.89208	52.03902	87.78180	5.87123	5.45234	6.74600
6493	35.16190	Arthur Cannon	1.00000	9.05359	56.23786	235-95-7837	married	4.69065	yes	5.91039	5.44844	6.13919	56.33708	86.06590	5.29036	6.69620	8.33058
6494	43.51802	Brian Wright	0.00000	7.30750	74.94575	159-59-8391	nop	7.51716	no	5.99703	5.84935	8.43581	42.08347	27.63846	8.37864	7.91632	6.83937
6495	52.81188	Terri Martin	1.00000	5.99209	104.76369	088-11-1152	married	7.15901	yes	7.23384	6.93164	5.49566	49.97979	77.16081	15.95587	7.82723	5.34236
6496	49.85570	Linda White	1.00000	4.79683	98.34865	683-84-5882	married	8.03658	no	7.44486	7.43257	4.27186	63.81745	34.06496	16.79831	7.07494	6.99790
6497	43.23583	Stanley Davis	0.00000	7.37851	91.12732	082-06-5915	married	5.31911	no	4.32159	6.18554	5.96744	42.68490	87.37404	7.09009	7.07062	8.45712
6498	42.51544	Kristi Brown	0.00000	7.23431	57.28511	067-59-0168	single	4.35155	yes	7.84754	7.18452	5.72041	37.36745	90.25912	21.81769	6.92813	7.82344
6499	67.58678	Ronald Jones	0.00000	8.03871	53.39070	561-76-9944	separated	8.18162	yes	5.17945	6.60988	5.10109	66.74900	63.48098	8.64798	6.89828	6.69454
6500	43.55026	Jesse Park	1.00000	8.14489	101.47247	066-02-1974	widowed	5.30539	Y	6.67722	5.22424	4.59221	70.92775	44.55168	10.97303	4.78340	7.67364
6501	63.64131	Randall Cunningham	1.00000	7.76267	48.68518	703-95-2476	single	5.47525	yes	5.73054	5.03942	5.40499	65.26526	72.31989	8.00164	6.35154	7.57618
6502	35.10502	Mrs. Jennifer Jones	0.00000	6.74631	15.92280	684-54-6750	single	7.63205	yes	6.55204	7.18021	8.40092	52.42746	30.52216	8.98819	7.54722	6.49912
6503	43.60894	Laura Bowman	1.00000	8.85669	-51.71185	195-96-4787	divoced	5.77710	no	7.63546	6.60910	5.23930	48.81992	70.95517	20.07955	6.64512	7.66195
6504	33.01154	Stephanie Frederick	0.00000	5.04451	83.04576	833-57-0073	married	6.62254	no	6.75448	5.88175	8.38996	42.70524	31.55982	10.56428	4.32004	10.17756
6505	47.12497	Tyrone Marshall	0.00000	5.90719	61.44841	406-20-6564	married	6.71916	Y	5.96236	7.46528	4.45839	71.51946	42.54032	13.49997	8.64763	9.31487
6506	42.88130	Katherine Fields	1.00000	4.48586	42.26730	253-24-3136	divoced	8.24154	no	6.26901	6.41242	3.79658	64.96985	24.31881	11.61542	6.53645	4.83986
6507	35.05832	Jon Alexander	1.00000	7.49952	74.19308	614-56-3502	divoced	5.23184	yes	5.53541	6.29423	5.72283	56.22748	82.08064	10.76349	7.26170	6.87879
6508	48.66646	Laura Lynch	1.00000	6.49408	59.49942	183-20-9441	single	6.14724	Y	5.65480	5.31258	5.85880	53.54389	85.11089	8.54391	5.35596	7.62658
6509	53.85220	Lisa Phillips	1.00000	6.51968	56.47718	149-49-4002	married	5.41654	no	7.59470	6.71253	5.19914	67.32751	72.12354	13.55161	5.64633	6.20705
6510	44.22576	Hannah Benson	1.00000	5.06033	36.69530	524-60-5899	divoced	4.73366	Y	6.15958	4.84757	4.84015	52.69713	56.93977	4.51319	7.37278	7.55861
6511	48.72794	Michelle Ramirez	1.00000	5.02492	70.49585	823-19-2903	married	6.69889	yes	5.49108	7.09405	5.74488	48.63047	88.09262	8.57562	7.37757	9.17725
6512	34.12338	Tony Smith	1.00000	4.82216	44.09518	065-88-5987	married	7.55809	no	5.66305	7.79542	5.86944	52.62565	87.63124	7.32964	8.35895	7.62565
6513	46.05474	Jose Maynard	0.00000	6.55725	70.53931	090-03-0828	married	5.33750	Y	6.70019	5.21325	8.27959	57.80273	31.34351	6.47184	9.67819	5.88414
6514	67.30630	David Young	0.00000	8.26186	76.01235	333-71-0693	separated	5.92468	no	5.55045	6.30350	4.26012	25.24565	36.38021	10.49673	6.65772	7.59806
6515	43.15098	Kimberly Raymond	0.00000	6.74960	111.51421	863-03-1278	married	7.71385	Y	5.10930	6.79288	4.20626	56.84652	26.99343	6.24196	8.01948	8.30513
6516	50.85169	Mary Lee	1.00000	5.21497	75.45865	325-07-9896	married	5.67638	yes	5.96732	5.90169	5.56447	42.81689	82.29616	6.77635	6.13588	5.54091
6517	26.68925	Amy Williams	0.00000	7.33013	78.80758	862-33-4983	separated	7.93861	no	6.91363	5.78408	6.27832	49.48701	93.87038	13.96114	7.51926	6.18489
6518	46.02757	Gerald Thomas	0.00000	8.28434	69.67280	236-10-8236	married	6.16463	yes	5.83184	5.49028	9.16158	33.39222	14.58959	10.16295	7.04798	8.26191
6519	70.48415	Jasmine Hoffman	1.00000	5.25930	-15.34327	445-93-4737	married	6.47358	no	6.45812	6.32090	3.56881	67.55561	8.51851	9.97983	4.68427	5.55363
6520	62.47325	Curtis Frederick Jr.	1.00000	7.37551	38.31690	522-31-7296	divoced	5.54868	no	7.15311	5.43330	4.68872	33.31301	50.68915	12.89330	5.18047	7.00320
6521	56.96218	Mark Ford	1.00000	4.30515	48.32333	383-94-7184	divoced	5.56226	Y	7.59789	5.84188	6.76194	51.12154	80.52677	13.81941	4.07538	7.61320
6522	42.71673	Linda White	0.00000	7.71972	75.49131	683-84-5882	nop	5.71613	no	6.66637	7.69070	9.07537	33.20012	11.02154	7.24412	8.85049	6.90553
6523	43.82428	Robert Nelson	1.00000	5.03808	54.57143	869-43-8859	married	6.51338	yes	5.59318	5.66551	3.50565	58.88167	7.11984	9.58438	6.77889	5.37212
6524	66.33186	Thomas Valenzuela	1.00000	7.20651	112.88643	890-21-2868	single	6.23994	no	7.57492	6.19602	3.58703	67.22986	10.90719	19.16570	2.63180	7.26519
6525	67.31527	Barbara Dawson	1.00000	4.57939	35.65309	683-86-9586	separated	5.48736	Y	5.30380	8.77245	6.38360	73.31820	81.10942	6.98909	6.38034	7.95487
6526	28.98633	Jorge Robertson	1.00000	4.91478	59.87125	429-84-2403	single	5.23573	no	7.14182	5.22233	5.44482	45.47234	73.26675	10.95289	5.87888	7.85321
6527	31.11569	Samuel Braun	1.00000	5.16345	25.44327	166-73-8742	nop	8.04387	Y	5.76501	4.96699	4.06982	35.14938	30.84516	9.18799	6.61083	5.70150
6528	35.21700	William Wells	1.00000	4.72045	112.05343	814-19-1412	married	7.07792	no	3.95748	5.50106	6.41400	33.06649	93.76012	3.84161	6.03902	8.39542
6529	53.20637	David Curry	1.00000	8.24920	111.17114	019-95-2867	single	7.09274	yes	5.37819	7.26128	8.72689	63.02058	18.79438	5.21265	5.57478	7.99236
6530	34.79472	Melinda Howard	1.00000	5.06892	48.48084	360-36-4003	married	6.06524	Y	5.66494	6.23325	4.14090	73.17062	36.42799	6.77889	6.02664	6.97790
6531	52.41088	Ryan Morris	0.00000	8.95280	28.04904	042-62-8343	separated	5.40801	no	7.33175	6.58400	8.19372	56.26535	34.27589	14.57962	8.25782	8.34542
6532	57.74700	Stephanie Scott	0.00000	6.66872	54.12824	470-18-4189	married	7.79493	no	7.16538	6.76679	7.26057	56.18474	67.57791	17.32677	7.16524	6.71779
6533	47.40594	Jean Mayo	1.00000	5.35749	60.18871	665-49-5915	separated	7.87934	Y	5.12333	5.65347	5.28289	84.02627	72.23690	11.86833	2.30816	7.65889
6534	50.81550	Lindsay Elliott	1.00000	6.62170	21.64961	143-50-2471	separated	6.53154	Y	7.98126	6.95438	5.23395	42.29424	67.15719	22.26947	4.03830	7.68735
6535	48.48494	Dakota Johnson	1.00000	4.35920	66.33030	826-68-5744	nop	6.39187	no	3.66124	7.52067	6.14593	32.96937	85.71829	10.09062	7.77432	5.65925
6536	46.44450	Stephanie Meyer	1.00000	9.03951	120.45689	162-49-8518	single	7.39981	no	5.71412	5.83503	5.22965	38.45994	74.55745	5.98529	5.37793	8.13846
6537	48.41832	James Walton	0.00000	8.53946	41.23520	213-06-9347	divoced	4.49025	Y	6.24813	6.92742	7.17808	58.54680	72.39391	5.44388	8.92742	8.24026
6538	25.94431	Rodney Collins MD	0.00000	8.35799	25.88077	097-37-8705	married	6.07650	yes	6.67489	5.71105	8.62160	42.37101	18.13121	10.16172	8.99602	7.51817
6539	53.76238	Melissa James	0.00000	9.04753	100.29176	414-39-7861	divoced	6.85674	yes	6.39487	6.91001	8.99449	59.42698	17.57785	8.84099	9.73993	8.31774
6540	77.40420	Chase Kaiser	1.00000	5.05601	36.95893	869-21-4354	single	5.93591	no	7.08635	6.73862	3.57163	58.33579	13.46275	12.68129	10.14413	5.18746
6541	30.92997	Margaret Miles	1.00000	4.78056	66.00530	461-87-1466	single	5.57477	yes	6.45622	6.81478	6.07950	28.56906	85.57048	11.44567	9.02849	8.56288
6542	45.05413	Christopher Mendoza	0.00000	6.62417	116.07648	795-62-4829	widowed	4.76996	no	6.95013	5.40909	4.20136	60.14260	33.34812	14.22461	8.47487	6.29680
6543	33.61936	Lisa Sims	1.00000	5.94837	86.54255	493-60-3469	divoced	5.23820	Y	6.32014	6.39605	3.32260	34.31594	14.90752	4.53164	6.74158	7.22181
6544	47.59819	Melissa Morales	1.00000	5.97096	51.59430	080-14-0335	divoced	8.02324	no	6.31588	4.62976	4.45885	64.98153	37.28725	11.96817	3.47570	6.99282
6545	42.45912	Adam Wiggins	1.00000	5.38438	87.81852	184-54-6547	single	6.08390	Y	4.24752	4.77061	7.66238	51.47062	58.79998	12.02252	5.70124	9.97624
6546	53.67535	Roger Murillo	1.00000	8.59491	109.39272	421-71-1947	widowed	5.37601	no	5.32726	5.57284	3.96725	52.90933	26.39564	7.34937	3.80675	7.98614
6547	54.50485	Andrew Lucas	1.00000	5.01889	59.14675	788-29-7198	nop	6.09820	Y	7.35649	6.55956	4.01955	56.77126	24.24513	19.60521	8.81099	6.31571
6548	43.24364	Dennis Johnson	1.00000	4.62933	64.33547	831-94-2989	divoced	4.97098	no	5.59235	6.28033	5.38950	58.20410	76.97532	7.69927	8.43491	8.21551
6549	60.90052	Denise Buchanan	1.00000	4.77215	70.74634	626-78-1200	divoced	6.44832	no	6.78187	5.03193	6.20917	66.79956	87.04017	14.32579	9.27500	8.70977
6550	77.75988	William Holmes	1.00000	5.11587	51.03692	036-60-8254	married	6.08790	no	4.85356	5.34325	5.53866	46.10352	83.77921	8.58619	8.09792	10.51100
6551	59.39552	Jessica Romero	0.00000	6.21572	43.06472	514-84-5616	married	7.53685	yes	5.35831	6.37489	3.44103	47.98748	14.11951	12.64801	8.72032	7.86625
6552	55.24291	David Rodriguez	1.00000	8.12881	91.36986	442-05-2129	single	5.54475	no	7.50915	6.67412	4.76592	88.71723	47.54168	18.12674	6.03448	7.33110
6553	54.15945	Miguel Nelson	1.00000	4.96429	78.77945	121-85-9407	single	5.14817	no	5.93208	7.45019	7.54135	27.48070	64.50075	9.08470	9.07457	10.04529
6554	55.83846	Michael Johnson	1.00000	6.50079	82.55207	762-82-8567	divoced	7.01943	N	7.29882	6.37244	2.86612	60.63391	13.46277	15.40339	2.74951	6.64641
6555	46.18222	Michael Rogers	0.00000	9.66325	97.81907	769-02-9832	married	6.16233	no	5.53414	6.90235	6.08106	26.49528	89.24652	5.90257	5.49786	4.76541
6556	50.57407	Mr. Craig Barton	1.00000	5.26452	87.04521	749-89-2739	divoced	5.97816	yes	5.01817	6.96867	4.33177	61.70869	38.55201	13.26819	8.04485	8.02383
6557	35.29935	Billy Palmer	1.00000	4.90790	44.14436	498-58-3161	separated	4.63242	no	8.30503	8.07469	6.00563	45.31048	83.24162	26.10218	4.18469	7.40699
6558	43.60718	Jim Mendoza	0.00000	5.77764	67.18777	571-19-1318	divoced	7.14482	N	6.96271	7.21020	6.28728	50.62399	92.18711	15.38741	8.99670	6.41244
6559	52.47692	Kaitlyn Williams	1.00000	4.98822	98.70039	203-52-9107	single	7.59235	yes	4.41109	4.68907	6.99657	61.34556	87.24983	7.59424	6.69376	9.84459
6560	56.34721	Jason Love	1.00000	4.80244	123.11477	267-20-2468	divoced	6.25380	no	8.12511	5.63187	6.87059	49.57015	78.95927	19.99661	8.48831	8.84795
6561	37.20692	Robert Johnson	1.00000	5.62764	63.90321	624-45-4674	married	6.43701	no	5.72559	7.26475	5.10665	52.65535	59.69650	8.11238	5.11514	6.47656
6562	34.14898	Jeremy Brown	0.00000	6.11267	31.98694	499-54-7510	widowed	5.08211	no	5.55845	4.72920	4.80808	37.84307	50.97437	10.06621	8.95043	6.10510
6563	45.52716	Kelly Wilson DVM	1.00000	8.58254	97.24845	240-59-7183	divoced	6.00233	no	5.79058	7.41985	8.48700	47.75638	28.23614	7.61204	7.39435	8.64575
6564	50.74235	Derrick Murillo	1.00000	6.81847	165.79273	170-53-8307	widowed	5.85724	yes	4.81651	5.09228	6.10508	46.26397	90.86851	8.30144	4.68132	7.87308
6565	43.74322	Adam Byrd	1.00000	4.59813	90.25086	073-55-0460	single	6.95493	no	5.67551	6.00178	7.47138	51.96228	62.60779	12.58500	10.46402	11.14117
6566	46.33556	Anthony Wiggins	0.00000	6.40707	23.37021	641-07-9693	single	3.72191	no	4.80085	6.06172	6.98565	47.03990	82.14023	5.76710	7.69127	6.73347
6567	57.74160	Jacob Rodriguez	1.00000	6.53443	90.54682	239-56-8678	married	6.14824	no	8.36930	6.24397	3.68155	49.13425	17.75483	27.47195	4.33174	5.66347
6568	18.62255	Billy Fox	1.00000	5.13223	129.85546	850-15-0509	widowed	6.55955	no	7.66101	6.20494	4.34562	65.76008	33.19847	16.59194	6.52820	7.58484
6569	51.15508	James Harris	1.00000	6.53252	67.27760	813-79-5708	married	7.32939	no	5.80052	7.61417	4.93227	30.31387	57.90814	8.05851	5.36381	6.57588
6570	58.33512	William Shannon	1.00000	4.67815	69.27494	346-74-1781	married	6.40966	yes	5.14132	5.09518	4.24853	33.84678	34.80038	7.65525	8.08341	6.87492
6571	35.73845	Paul Parker	1.00000	5.33106	28.03496	757-80-7298	married	6.14385	no	5.00370	5.68385	3.60422	35.37490	16.77273	6.80819	6.30556	6.29023
6572	33.87043	Brianna Reyes	1.00000	4.40828	95.33071	780-41-6609	separated	6.59453	no	4.92671	8.01712	5.89976	48.79963	88.29583	4.04292	10.17782	9.29356
6573	42.93539	Cynthia Smith	1.00000	5.70141	50.61577	482-48-4150	married	7.78939	no	7.06376	7.62676	2.86165	77.93793	8.61177	12.37101	7.66805	5.21853
6574	46.26334	Valerie Beltran	1.00000	9.00804	57.86957	111-53-3182	divoced	6.20611	no	6.67285	6.30902	4.49808	58.78379	42.61426	9.65311	4.79620	8.18367
6575	58.43566	Leah Page	1.00000	4.83891	58.05875	799-88-1293	married	5.40946	no	5.17796	6.61350	5.47163	50.41766	75.09528	11.70180	6.79646	7.58660
6576	67.59967	Rhonda Horton	0.00000	7.76477	75.26381	402-33-8419	divoced	7.31519	no	6.06243	7.16843	5.52381	67.47390	80.97375	8.33577	7.22599	8.26056
6577	49.48038	Madison Guzman	0.00000	7.92815	61.41260	048-96-0547	single	5.73381	no	6.42251	5.87463	3.74657	41.35255	15.47174	10.94901	7.01043	7.79142
6578	65.53355	Ryan Tucker	1.00000	4.19188	72.76653	444-98-2259	divoced	5.88158	no	6.00294	6.41998	6.02307	49.44341	82.90324	11.17080	9.60139	8.01094
6579	59.34687	Donna Smith	1.00000		78.29743	890-05-1158	married	7.44350	no	6.40980	7.69410	4.19965	36.26976	33.95966	8.35073	4.51850	7.43514
6580	43.74086	Timothy Fleming	1.00000	4.28689	117.33616	872-36-4695	divoced	6.00822	no	7.55997	6.43466	6.04097	36.01503	90.62569	18.65031	6.97899	6.13276
6581	54.34062	Dr. Benjamin Cochran MD	1.00000	7.00415	97.27714	752-73-2647	single	5.15181	no	6.58649	6.64702	5.59444	58.98092	74.71479	9.86239	5.77106	7.07373
6582	59.57792	Megan Murphy	0.00000	8.10409	30.75732	815-81-6597	married	5.81537	no	8.70722	7.01255	5.77793	56.54949	86.00794	38.86763	6.44370	8.43345
6583	52.34171	Julia Brown	1.00000	4.48153	102.53273	377-62-4947	married	6.72230	no	6.04571	6.72928	5.50810	41.43676	84.22176	8.24737	9.29804	8.03404
6584	60.64500	Eric Gould	0.00000	7.07644	39.43495	887-81-4005	single	4.78634	no	8.20274	6.44450	6.26865	62.35447	84.39845	30.14760	9.25493	6.68843
6585	48.43100	Philip Martinez	1.00000	5.72471	68.47412	868-29-4538	widowed	6.14883	N	6.85405	5.70245	1.63887	41.12636	46.70267	14.53829	7.44885	5.01030
6586	43.14443	Laura Robinson	0.00000	7.01917	-4.02132	055-73-2673	single	6.87430	yes	6.02864	5.20827	5.83276	64.71870	82.35629	6.97419	8.00924	5.50537
6587	56.49151	Andrew Parker	1.00000	8.16805	111.04244	625-62-0082	single	6.50118	no	5.25556	6.14129	5.91564	37.95941	90.63212	4.29668	6.06369	8.46950
6588	45.94215	Kimberly Nunez	1.00000	5.44629	44.53141	846-61-4056	divoced	5.51024	Y	4.94026	5.30356	4.38943	23.33506	39.34936	8.78443	8.17231	6.46334
6589	32.22539	Cameron Williams	1.00000	7.62248	56.05700	610-15-1683	single	7.14696	no	7.23604	5.59161	9.29465	53.46411	12.48261	13.81765	8.03029	6.80847
6590	38.01539	Jason Powers	1.00000	5.07935	33.56843	703-64-1404	divoced	6.58134	no	6.77017	5.57333	4.80430	61.05702	52.00617	12.24611	7.27358	6.04654
6591	53.91391	Mr. David Davis MD	0.00000	7.10715	102.98169	115-69-7640	divoced	7.11159	N	6.41616	8.24394	7.01550	66.67992	84.89625	7.15189	8.41021	6.84202
6592	29.43374	Jennifer Williams	0.00000	8.93426	83.91723	226-19-2464	married	5.62944	yes	6.99906	4.99095	6.03599	63.06860	93.45919	8.34158	7.84561	9.13714
6593	57.86541	Amanda Lopez	1.00000	4.56556	78.40997	048-94-5504	married	7.98274	no	6.15835	6.39287	4.62721	41.82634	46.41882	6.82332	8.80785	7.37508
6594	53.91747	Mr. Kyle Spencer	1.00000	5.17545	71.60399	773-96-6294	single	6.55784	yes	6.88021	7.66091	3.84419	63.56856	15.07089	9.45391	9.56872	7.15628
6595	38.18945	Jessica Ryan	1.00000	9.67678	64.37515	003-89-1201	divoced	6.20531	no	6.38106	6.23394	5.24684	63.96656	73.05888	11.79186	6.31604	8.66356
6596	60.20833	Cassandra Hull	1.00000	7.14857	-8.04857	379-93-3301	married	5.34530	Y	6.46326	7.28883	5.96061	32.20283	86.82361	8.69494	6.23553	7.10414
6597	45.34689	Jennifer Lewis	1.00000	7.83210	20.11281	749-08-2861	nop	6.00428	no	8.01866	6.81208	4.60313	50.64283	47.80251	23.24565	6.56924	6.53798
6598	39.36408	Lisa Butler	0.00000	6.73710	76.47973	200-55-1902	widowed	6.35357	no	7.54977	7.68090	4.61600	38.55999	45.30658	16.06690	8.15439	7.21263
6599	54.99005	Jocelyn Johnson	1.00000	5.61570	46.48004	155-12-2169	single	4.75503	yes	5.18619	5.09811	6.32934	40.28658	92.25149	12.86644	4.18446	7.86724
6600	51.82703	John Cruz	1.00000	9.23933	113.80107	122-83-5455	divoced	5.70329	no	4.69452	5.40012	4.84195	26.63609	55.65508	9.80408	6.02088	8.21318
6601	30.23736	Kaitlin Brown	0.00000	6.86953	17.10691	363-04-7919	divoced	4.93608	yes	6.39746	8.77312	6.98927	38.70905	81.90549	9.59005	8.96061	7.03863
6602	63.72737	Andrew Rodriguez	0.00000	7.98144	61.86234	308-50-3017	married	4.08147	no	7.31649	4.95475	5.65927	58.02097	86.00267	14.09364	6.84632	6.88259
6603	52.84852	Juan Petersen	0.00000	8.30752	97.79814	469-27-4657	divoced	5.41810	no	5.38900	5.90750	11.33499	53.67653	59.44231	14.25677	7.22634	7.12527
6604	41.76370	Joshua Patrick	1.00000	6.94910	48.57455	113-20-0758	married	4.35376	no	7.15118	6.63567	3.64911	50.32675	8.44212	12.64289	3.34396	6.73121
6605	18.00006	John Watts	0.00000	7.76151	62.40782	576-72-2304	separated	6.29634	Y	6.40506	5.69451	7.82335	32.71653	56.32117	7.07979	7.50215	7.45829
6606	40.15573	Andre Farmer	0.00000	9.22806	57.31065	091-26-7140	nop	5.80134	yes	6.48270	6.57470	8.07709	29.26487	46.34837	10.83211	8.03100	8.66606
6607	47.45863	Michael Rivera	1.00000	4.54829	91.51468	540-65-7592	divoced	5.53661	Y	6.60487	6.02117	5.67672	55.37423	92.44977	8.56915	4.85336	6.05577
6608	48.79365	Andre Stewart	0.00000	6.26087	26.63937	111-58-2487	married	6.31006	no	4.94425	6.44757	4.15199	53.14662	24.16869	7.56747	8.53343	8.12678
6609	44.99695	Mr. Stephen Chaney	1.00000	5.47571	108.00814	742-81-3153	married	6.03881	yes	5.62702	6.96958	3.39135	46.49490	6.37230	4.45055	6.62726	6.78846
6610	53.43163	Susan Tanner	0.00000	7.34916	79.11476	510-73-0534	divoced	7.78636	no	5.59902	6.51399	4.86402	56.71743	57.33217	4.31320	8.62537	7.88602
6611	78.89813	Shannon Berry	0.00000	8.96009	40.70079	304-66-5317	divoced	5.50786	no	5.43339	4.97261	10.86251	51.13640	50.60539	8.35986	9.03453	8.04370
6612	63.70018	Nicole Fisher	1.00000	5.44461	97.41890	533-72-4015	widowed	8.51596	no	4.57610	3.98049	6.80640	51.15872	85.46323	4.19572	6.13825	8.73589
6613	38.20293	Hannah Smith	1.00000	5.87604	88.02840	475-14-6184	married	6.12337	no	7.29036	5.73813	2.57594	45.93426	14.36286	13.01697	4.57525	5.62033
6614	58.58378	Shaun Bailey	0.00000	8.07142	70.24940	141-11-0508	divoced	5.09479	yes	8.98280	4.65180	5.30841	47.69782	73.73059	47.96955	6.66854	7.75316
6615	34.28969	Kevin Coleman	0.00000	8.30687	76.69374	847-42-9048	nop	6.55554	no	6.79016	5.36147	9.49921	67.81208	14.39518	5.33359	6.50482	7.99841
6616	31.29835	Carla Johnson	0.00000	9.88843	84.41804	083-25-9544	divoced	5.08059	Y	6.24760	5.56682	4.93403	53.10903	60.88737	9.09463	5.42392	4.90940
6617	53.05694	Mary Spence	1.00000	6.22800	34.38514	213-21-5168	divoced	4.25744	yes	6.18279	5.03156	5.70442	39.01204	78.58339	11.71633	5.13200	7.38148
6618	31.32566	Christy Gibson	0.00000	6.46973	64.93058	425-78-4674	married	6.76881	Y	6.96750	5.01529	6.24731	68.45284	87.77591	20.47584	8.04443	8.14664
6619	54.77712	John Foster	0.00000	11.46126	46.98623	684-08-6409	divoced	8.63660	no	5.58136	4.20038	5.05760	70.00089	64.03860	7.55229	4.00213	4.08755
